#,Year,Month,Constituency,CountyBoroughUniv,Franchise,ByElectionGeneral,ByElectionCause,Contested,ElectionCode,PollBookCode,Notes,Latitude,Longitude
9020,1717,Apr,Arundel,B,Scot and Lot,B,Re-elected after appointment to office,N,Arundel_1717a,,,,
9021,1718,Mar,Arundel,B,Scot and Lot,B,Appointed to office,N,Arundel_1718a,,,,
9022,1722,Mar,Arundel,B,Scot and Lot,G,,N,Arundel_1722a,,,,
9023,1727,Aug,Arundel,B,Scot and Lot,G,,Y,Arundel_1727a,Arundel_1727a/1,,,
9024,1734,Apr,Arundel,B,Scot and Lot,G,,N,Arundel_1734a,,,,
9025,1739,Nov,Arundel,B,Scot and Lot,B,Deceased,N,Arundel_1739a,,,,
9026,1741,May,Arundel,B,Scot and Lot,G,,Y,Arundel_1741a,Arundel_1741a/1; Arundel_1741a/2,,,
9027,1747,June,Arundel,B,Scot and Lot,G,,Y,Arundel_1747a,Arundel_1747a/1,,,
9028,1754,Apr,Arundel,B,Scot and Lot,G,,Y,Arundel_1754a,Arundel_1754a/1,,,
9029,1761,Mar,Arundel,B,Scot and Lot,G,,N,Arundel_1761a,,,,
9030,1768,Mar,Arundel,B,Scot and Lot,G,,N,Arundel_1768a,,,,
9031,1771,May,Arundel,B,Scot and Lot,B,Vacated seat,N,Arundel_1771a,,,,
9032,1774,Oct,Arundel,B,Scot and Lot,G,,N,Arundel_1774a,,,,
9033,1780,Sept,Arundel,B,Scot and Lot,G,,Y,Arundel_1780a,Arundel_1780a/1,Election of one member declared void.,,
9034,1781,Mar,Arundel,B,Scot and Lot,B,Previous election declared void,Y,Arundel_1781a,Arundel_1781a/1,Previous election of one member declared void. Poll book evidence suggests that election contested.,,
9035,1784,Apr,Arundel,B,Scot and Lot,G,,N,Arundel_1784a,,,,
9036,1784,June,Arundel,B,Scot and Lot,B,Chose to sit for another constituency,N,Arundel_1784b,,,,
9037,1790,June,Arundel,B,Scot and Lot,G,,N,Arundel_1790a,,,,
9038,1795,Feb,Arundel,B,Scot and Lot,B,Vacated seat,N,Arundel_1795a,,,,
9039,1796,May,Arundel,B,Scot and Lot,G,,N,Arundel_1796a,,,,
9040,1797,July,Arundel,B,Scot and Lot,B,Vacated seat,N,Arundel_1797a,,,,
9041,1802,July,Arundel,B,Scot and Lot,G,,N,Arundel_1802a,,,,
9042,1806,Oct,Arundel,B,Scot and Lot,G,,N,Arundel_1806a,,,,
9043,1807,Jan,Arundel,B,Scot and Lot,B,Chose to sit for another constituency,N,Arundel_1807a,,,,
9044,1807,May,Arundel,B,Scot and Lot,G,,N,Arundel_1807b,,,,
9045,1812,Oct,Arundel,B,Scot and Lot,G,,Y,Arundel_1812a,,,,
9046,1812,Dec,Arundel,B,Scot and Lot,B,Chose to sit for another constituency,N,Arundel_1812b,,,,
9047,1818,June,Arundel,B,Scot and Lot,G,,N,Arundel_1818a,,,,
9048,1819,Oct,Arundel,B,Scot and Lot,B,Deceased,Y,Arundel_1819a,,,,
9049,1820,Mar,Arundel,B,Scot and Lot,G,,Y,Arundel_1820a,,,,
9050,1823,Feb,Arundel,B,Scot and Lot,B,Deceased,Y,Arundel_1823a,,,,
9051,1826,June,Arundel,B,Scot and Lot,G,,N,Arundel_1826a,,,,
9052,1830,July,Arundel,B,Scot and Lot,G,,N,Arundel_1830a,,,,
9053,1831,Apr,Arundel,B,Scot and Lot,G,,Y,Arundel_1831a,,,,
2306,1695,Oct,Ashburton,B,Householder,G,,N,Ashburton_1695a,,,,
2307,1698,July,Ashburton,B,Householder,G,,N,Ashburton_1698a,,,,
2308,1701,Jan,Ashburton,B,Householder,G,,N,Ashburton_1701a,,,,
2309,1701,Dec,Ashburton,B,Householder,G,,N,Ashburton_1701b,,,,
2310,1702,July,Ashburton,B,Householder,G,,N,Ashburton_1702a,,,,
2311,1705,May,Ashburton,B,Householder,G,,Y,Ashburton_1705a,,,,
2312,1708,Jan,Ashburton,B,Householder,B,Deceased,Y,Ashburton_1708a,,,,
2313,1708,May,Ashburton,B,Householder,G,,Y,Ashburton_1708b,,,,
2314,1710,Oct,Ashburton,B,Burgage,G,,Y,Ashburton_1710a,,,,
2315,1711,Mar,Ashburton,B,Burgage,B,Chose to sit for another constituency,N,Ashburton_1711a,,,,
2316,1713,Sept,Ashburton,B,Burgage,G,,Y,Ashburton_1713a,,,,
2317,1715,Feb,Ashburton,B,Burgage,G,,N,Ashburton_1715a,,,,
2318,1722,Mar,Ashburton,B,Burgage,G,,N,Ashburton_1722a,,,,
2319,1727,Aug,Ashburton,B,Burgage,G,,Y,Ashburton_1727a,,,,
2320,1734,May,Ashburton,B,Burgage,G,,Y,Ashburton_1734a,,,,
2321,1735,Feb,Ashburton,B,Burgage,B,Chose to sit for another constituency,N,Ashburton_1735a,,,,
2322,1739,Apr,Ashburton,B,Burgage,B,Deceased,N,Ashburton_1739a,,,,
2323,1741,May,Ashburton,B,Burgage,G,,N,Ashburton_1741a,,,,
2324,1747,July,Ashburton,B,Burgage,G,,N,Ashburton_1747a,,,,
2325,1754,Apr,Ashburton,B,Burgage,G,,N,Ashburton_1754a,,,,
2326,1761,Apr,Ashburton,B,Burgage,G,,Y,Ashburton_1761a,,,,
2327,1767,Dec,Ashburton,B,Burgage,B,Deceased,N,Ashburton_1767a,,,,
2328,1768,Mar,Ashburton,B,Burgage,G,,N,Ashburton_1768a,,,,
2329,1774,Oct,Ashburton,B,Burgage,G,,N,Ashburton_1774a,,,,
2330,1780,Sept,Ashburton,B,Burgage,G,,N,Ashburton_1780a,,,,
2331,1784,Apr,Ashburton,B,Burgage,G,,Y,Ashburton_1784a,,,,
2332,1787,Mar,Ashburton,B,Burgage,B,Vacated seat,N,Ashburton_1787a,,,,
2333,1790,June,Ashburton,B,Burgage,G,,N,Ashburton_1790a,,,,
2334,1796,May,Ashburton,B,Burgage,G,,N,Ashburton_1796a,,,,
2335,1796,Nov,Ashburton,B,Burgage,B,Chose to sit for another constituency,N,Ashburton_1796b,,,,
2336,1802,July,Ashburton,B,Burgage,G,,N,Ashburton_1802a,,,,
2337,1806,Oct,Ashburton,B,Burgage,G,,N,Ashburton_1806a,,,,
2338,1807,May,Ashburton,B,Burgage,G,,N,Ashburton_1807a,,,,
2339,1811,Feb,Ashburton,B,Burgage,B,Vacated seat,N,Ashburton_1811a,,,,
2340,1812,Aug,Ashburton,B,Burgage,B,Re-elected after appointment to office,N,Ashburton_1812a,,,,
2341,1812,Oct,Ashburton,B,Burgage,G,,N,Ashburton_1812b,,,,
2342,1818,June,Ashburton,B,Burgage,G,,N,Ashburton_1818a,,,,
2343,1819,Feb,Ashburton,B,Burgage,B,Re-elected after appointment to office,N,Ashburton_1819a,,,,
2344,1819,July,Ashburton,B,Burgage,B,Re-elected after appointment to office,N,Ashburton_1819b,,,,
2345,1820,Mar,Ashburton,B,Burgage,G,,N,Ashburton_1820a,,,,
2346,1824,Feb,Ashburton,B,Burgage,B,Re-elected after appointment to office,N,Ashburton_1824a,,,,
2347,1826,June,Ashburton,B,Burgage,G,,N,Ashburton_1826a,,,,
2348,1827,May,Ashburton,B,Burgage,B,Re-elected after appointment to office,N,Ashburton_1827a,,,,
2349,1828,Feb,Ashburton,B,Burgage,B,Re-elected after appointment to office,N,Ashburton_1828a,,,,
2350,1830,July,Ashburton,B,Burgage,G,,N,Ashburton_1830a,,,,
2351,1831,Feb,Ashburton,B,Burgage,B,Vacated seat,N,Ashburton_1831a,,,,
2352,1831,May,Ashburton,B,Burgage,G,,Y,Ashburton_1831b,,,,
404,1695,Oct,Aylesbury,B,Householder,G,,Y,Aylesbury_1695a,,,,
405,1698,July,Aylesbury,B,Householder,G,,Y,Aylesbury_1698a,,Election of one member declared void.,,
406,1699,Feb,Aylesbury,B,Householder,B,Previous election declared void,Y,Aylesbury_1699a,,Previous election of one member declared void.,,
407,1701,Jan,Aylesbury,B,Householder,G,,Y,Aylesbury_1701a,,,,
408,1701,Dec,Aylesbury,B,Householder,G,,Y,Aylesbury_1701b,,,,
409,1702,July,Aylesbury,B,Householder,G,,Y,Aylesbury_1702a,,,,
410,1702,Dec,Aylesbury,B,Householder,B,Chose to sit for another constituency,Y,Aylesbury_1702b,,,,
411,1704,Nov,Aylesbury,B,Householder,B,Deceased,Y,Aylesbury_1704a,,,,
412,1705,May,Aylesbury,B,Householder,G,,Y,Aylesbury_1705a,,,,
413,1708,May,Aylesbury,B,Householder,G,,Y,Aylesbury_1708a,,,,
414,1709,Dec,Aylesbury,B,Householder,B,Re-elected after appointment to office,Y,Aylesbury_1709a,,,,
415,1710,Oct,Aylesbury,B,Householder,G,,Y,Aylesbury_1710a,,,,
416,1713,Aug,Aylesbury,B,Householder,G,,Y,Aylesbury_1713a,,,,
417,1715,Jan,Aylesbury,B,Householder,G,,Y,Aylesbury_1715a,,,,
418,1715,Apr,Aylesbury,B,Householder,B,Chose to sit for another constituency,N,Aylesbury_1715b,,,,
419,1722,Mar,Aylesbury,B,Householder,G,,N,Aylesbury_1722a,,,,
420,1727,Aug,Aylesbury,B,Householder,G,,Y,Aylesbury_1727a,,,,
421,1728,Feb,Aylesbury,B,Householder,B,Chose to sit for another constituency,N,Aylesbury_1728a,,,,
422,1730,Feb,Aylesbury,B,Householder,B,Appointed to office,Y,Aylesbury_1730a,,,,
423,1734,Apr,Aylesbury,B,Householder,G,,Y,Aylesbury_1734a,,,,
424,1741,May,Aylesbury,B,Householder,G,,Y,Aylesbury_1741a,,,,
425,1747,June,Aylesbury,B,Householder,G,,N,Aylesbury_1747a,,,,
426,1754,Apr,Aylesbury,B,Householder,G,,N,Aylesbury_1754a,,,,
427,1756,Dec,Aylesbury,B,Householder,B,Re-elected after appointment to office,Y,Aylesbury_1756a,,,,
428,1757,July,Aylesbury,B,Householder,B,Appointed to office,N,Aylesbury_1757a,,,,
429,1761,Mar,Aylesbury,B,Householder,G,,N,Aylesbury_1761a,,,,
430,1762,Dec,Aylesbury,B,Householder,B,Re-elected after appointment to office,N,Aylesbury_1762a,,,,
431,1764,Jan,Aylesbury,B,Householder,B,Expelled,Y,Aylesbury_1764a,,,,
432,1768,Mar,Aylesbury,B,Householder,G,,N,Aylesbury_1768a,,,,
433,1774,Oct,Aylesbury,B,Householder,G,,Y,Aylesbury_1774a,,,,
434,1780,Sept,Aylesbury,B,Householder,G,,Y,Aylesbury_1780a,Aylesbury_1780a/1,,,
435,1784,Mar,Aylesbury,B,Householder,G,,N,Aylesbury_1784a,,,,
436,1789,Feb,Aylesbury,B,Householder,B,Deceased,Y,Aylesbury_1789a,,,,
437,1790,June,Aylesbury,B,Householder,G,,N,Aylesbury_1790a,,,,
438,1796,May,Aylesbury,B,Householder,G,,N,Aylesbury_1796a,,,,
439,1802,July,Aylesbury,B,Householder,G,,Y,Aylesbury_1802a,Aylesbury_1802a/1,Election of one member declared void.,,
440,1804,July,Aylesbury,B,Householder; Freeholder,B,Previous election declared void,Y,Aylesbury_1804a,Aylesbury_1804a/1; Aylesbury_1804a/2,Previous election of one member declared void.,,
441,1806,Nov,Aylesbury,B,Householder; Freeholder,G,,N,Aylesbury_1806a,,,,
442,1807,May,Aylesbury,B,Householder; Freeholder,G,,Y,Aylesbury_1807a,Aylesbury_1807a/1,,,
443,1809,Feb,Aylesbury,B,Householder; Freeholder,B,Deceased,N,Aylesbury_1809a,,,,
444,1812,Oct,Aylesbury,B,Householder; Freeholder,G,,N,Aylesbury_1812a,,,,
445,1814,Nov,Aylesbury,B,Householder; Freeholder,B,Vacated seat,N,Aylesbury_1814a,,,,
446,1818,June,Aylesbury,B,Householder; Freeholder,G,,Y,Aylesbury_1818a,Aylesbury_1818a/1; Aylesbury_1818a/2,,,
447,1820,Mar,Aylesbury,B,Householder; Freeholder,G,,N,Aylesbury_1820a,,,,
448,1826,June,Aylesbury,B,Householder; Freeholder,G,,N,Aylesbury_1826a,,,,
449,1830,Aug,Aylesbury,B,Householder; Freeholder,G,,N,Aylesbury_1830a,,,,
450,1830,Dec,Aylesbury,B,Householder; Freeholder,B,Re-elected after appointment to office,N,Aylesbury_1830b,,,,
451,1831,May,Aylesbury,B,Householder; Freeholder,G,,Y,Aylesbury_1831a,Aylesbury_1831a/1,,,
7135,1695,Oct,Banbury,B,Corporation,G,,N,Banbury_1695a,,,,
7136,1698,July,Banbury,B,Corporation,G,,N,Banbury_1698a,,,,
7137,1699,Feb,Banbury,B,Corporation,B,Expelled,N,Banbury_1699a,,,,
7138,1701,Jan,Banbury,B,Corporation,G,,Y,Banbury_1701a,Banbury_1701a/1,,,
7139,1701,Nov,Banbury,B,Corporation,G,,N,Banbury_1701b,,,,
7140,1702,July,Banbury,B,Corporation,G,,N,Banbury_1702a,,,,
7141,1705,May,Banbury,B,Corporation,G,,Y,Banbury_1705a,Banbury_1705a/1,,,
7142,1708,May,Banbury,B,Corporation,G,,N,Banbury_1708a,,,,
7143,1710,Oct,Banbury,B,Corporation,G,,N,Banbury_1710a,,,,
7144,1713,Aug,Banbury,B,Corporation,G,,N,Banbury_1713a,,,,
7145,1715,Jan,Banbury,B,Corporation,G,,N,Banbury_1715a,,,,
7146,1722,Mar,Banbury,B,Corporation,G,,Y,Banbury_1722a,,,,
7147,1727,Aug,Banbury,B,Corporation,G,,N,Banbury_1727a,,,,
7148,1730,Jan,Banbury,B,Corporation,B,Called to the Upper House,Y,Banbury_1730a,,,,
7149,1733,Apr,Banbury,B,Corporation,B,Deceased,N,Banbury_1733a,,,,
7150,1734,Apr,Banbury,B,Corporation,G,,N,Banbury_1734a,,,,
7151,1740,Nov,Banbury,B,Corporation,B,Deceased,N,Banbury_1740a,,,,
7152,1741,May,Banbury,B,Corporation,G,,N,Banbury_1741a,,,,
7153,1746,Nov,Banbury,B,Corporation,B,Deceased,N,Banbury_1746a,,,,
7154,1747,June,Banbury,B,Corporation,G,,N,Banbury_1747a,,,,
7155,1754,Apr,Banbury,B,Corporation,G,,N,Banbury_1754a,,,,
7156,1759,June,Banbury,B,Corporation,B,Re-elected after appointment to office,N,Banbury_1759a,Banbury_1759a/1,,,
7157,1761,Mar,Banbury,B,Corporation,G,,N,Banbury_1761a,,,,
7158,1766,Nov,Banbury,B,Corporation,B,Re-elected after appointment to office,N,Banbury_1766a,Banbury_1766a/1,,,
7159,1767,Nov,Banbury,B,Corporation,B,Re-elected after appointment to office,N,Banbury_1767a,Banbury_1767a/1,,,
7160,1768,Mar,Banbury,B,Corporation,G,,N,Banbury_1768a,Banbury_1768a/1,,,
7161,1774,Oct,Banbury,B,Corporation,G,,N,Banbury_1774a,Banbury_1774a/1,,,
7162,1778,June,Banbury,B,Corporation,B,Re-elected after appointment to office,N,Banbury_1778a,Banbury_1778a/1,,,
7163,1780,Sept,Banbury,B,Corporation,G,,N,Banbury_1780a,Banbury_1780a/1,,,
7164,1783,Apr,Banbury,B,Corporation,B,Re-elected after appointment to office,N,Banbury_1783a,Banbury_1783a/1,,,
7165,1784,Apr,Banbury,B,Corporation,G,,N,Banbury_1784a,Banbury_1784a/1,,,
7166,1790,June,Banbury,B,Corporation,G,,N,Banbury_1790a,Banbury_1790a/1,,,
7167,1790,Dec,Banbury,B,Corporation,B,Called to the Upper House,N,Banbury_1790b,,,,
7168,1792,Sept,Banbury,B,Corporation,B,Called to the Upper House,N,Banbury_1792a,Banbury_1792a/1,,,
7169,1794,Mar,Banbury,B,Corporation,B,Appointed to office,N,Banbury_1794a,Banbury_1794a/1,,,
7170,1796,May,Banbury,B,Corporation,G,,N,Banbury_1796a,Banbury_1796a/1,,,
7171,1802,July,Banbury,B,Corporation,G,,N,Banbury_1802a,Banbury_1802a/1,,,
7172,1806,Nov,Banbury,B,Corporation,G,,Y,Banbury_1806a,Banbury_1806a/1,,,
7173,1807,May,Banbury,B,Corporation,G,,Y,Banbury_1807a,,Election declared void.,,
7174,1808,Feb,Banbury,B,Corporation,B,Previous election declared void,Y,Banbury_1808a,Banbury_1808a/1,Previous general election declared void.,,
7175,1812,Oct,Banbury,B,Corporation,G,,N,Banbury_1812a,Banbury_1812a/1,,,
7176,1818,June,Banbury,B,Corporation,G,,N,Banbury_1818a,Banbury_1818a/1,,,
7177,1819,Nov,Banbury,B,Corporation,B,Deceased,N,Banbury_1819a,Banbury_1819a/1,,,
7178,1820,Mar,Banbury,B,Corporation,G,,N,Banbury_1820a,Banbury_1820a/1,,,
7179,1826,Feb,Banbury,B,Corporation,B,Appointed to office,N,Banbury_1826a,,,,
7180,1826,June,Banbury,B,Corporation,G,,N,Banbury_1826b,Banbury_1826b/1,,,
7181,1830,July,Banbury,B,Corporation,G,,N,Banbury_1830a,Banbury_1830a/1,,,
7182,1831,May,Banbury,B,Corporation,G,,Y,Banbury_1831a,Banbury_1831a/1,,,
2353,1695,Oct,Barnstaple,B,Freeman,G,,N,Barnstaple_1695a,,,,
2354,1698,July,Barnstaple,B,Freeman,G,,N,Barnstaple_1698a,,,,
2355,1701,Jan,Barnstaple,B,Freeman,G,,N,Barnstaple_1701a,,,,
2356,1701,Dec,Barnstaple,B,Freeman,G,,N,Barnstaple_1701b,,,,
2357,1702,July,Barnstaple,B,Freeman,G,,N,Barnstaple_1702a,,,,
2358,1705,May,Barnstaple,B,Freeman,G,,N,Barnstaple_1705a,,,,
2359,1708,May,Barnstaple,B,Freeman,G,,N,Barnstaple_1708a,,,,
2360,1710,Oct,Barnstaple,B,Freeman,G,,N,Barnstaple_1710a,,,,
2361,1713,Sept,Barnstaple,B,Freeman,G,,N,Barnstaple_1713a,,,,
2362,1715,Feb,Barnstaple,B,Freeman,G,,N,Barnstaple_1715a,,,,
2363,1718,Feb,Barnstaple,B,Freeman,B,Deceased,N,Barnstaple_1718a,,,,
2364,1721,Nov,Barnstaple,B,Freeman,B,Deceased,N,Barnstaple_1721a,,,,
2365,1722,Mar,Barnstaple,B,Freeman,G,,Y,Barnstaple_1722a,,,,
2366,1727,Aug,Barnstaple,B,Freeman,G,,N,Barnstaple_1727a,,,,
2367,1734,Apr,Barnstaple,B,Freeman,G,,N,Barnstaple_1734a,,,,
2368,1740,Dec,Barnstaple,B,Freeman,B,Deceased,Y,Barnstaple_1740a,,,,
2369,1741,May,Barnstaple,B,Freeman,G,,N,Barnstaple_1741a,,,,
2370,1747,July,Barnstaple,B,Freeman,G,,N,Barnstaple_1747a,,,,
2371,1748,Jan,Barnstaple,B,Freeman,B,Called to the Upper House,N,Barnstaple_1748a,,,,
2372,1754,Apr,Barnstaple,B,Freeman,G,,Y,Barnstaple_1754a,,,,
2373,1761,Mar,Barnstaple,B,Freeman,G,,Y,Barnstaple_1761a,,,,
2374,1766,Nov,Barnstaple,B,Freeman,B,Deceased,N,Barnstaple_1766a,,,,
2375,1768,Mar,Barnstaple,B,Freeman,G,,N,Barnstaple_1768a,,,,
2376,1774,Oct,Barnstaple,B,Freeman,G,,Y,Barnstaple_1774a,,,,
2377,1780,Sept,Barnstaple,B,Freeman,G,,Y,Barnstaple_1780a,Barnstaple_1780a/1,,,
2378,1784,Apr,Barnstaple,B,Freeman,G,,N,Barnstaple_1784a,,,,
2379,1790,June,Barnstaple,B,Freeman,G,,Y,Barnstaple_1790a,,,,
2380,1796,May,Barnstaple,B,Freeman,G,,Y,Barnstaple_1796a,,,,
2381,1802,July,Barnstaple,B,Freeman,G,,Y,Barnstaple_1802a,Barnstaple_1802a/1,,,
2382,1804,Aug,Barnstaple,B,Freeman,B,Vacated seat,N,Barnstaple_1804a,,,,
2383,1806,Nov,Barnstaple,B,Freeman,G,,Y,Barnstaple_1806a,Barnstaple_1806a/1,,,
2384,1807,May,Barnstaple,B,Freeman,G,,Y,Barnstaple_1807a,Barnstaple_1807a/1,,,
2385,1812,Jan,Barnstaple,B,Freeman,B,Deceased,Y,Barnstaple_1812a,Barnstaple_1812a/1,,,
2386,1812,Oct,Barnstaple,B,Freeman,G,,Y,Barnstaple_1812b,,,,
2387,1818,June,Barnstaple,B,Freeman,G,,Y,Barnstaple_1818a,Barnstaple_1818a/1,"Election of one member declared void, but no new writ issued before the dissolution.",,
2388,1820,Mar,Barnstaple,B,Freeman,G,,N,Barnstaple_1820a,,,,
2389,1824,Mar,Barnstaple,B,Freeman,B,Appointed to office,Y,Barnstaple_1824a,Barnstaple_1824a/1,,,
2390,1826,June,Barnstaple,B,Freeman,G,,Y,Barnstaple_1826a,Barnstaple_1826a/1,,,
2391,1830,Aug,Barnstaple,B,Freeman,G,,Y,Barnstaple_1830a,Barnstaple_1830a/1,,,
2392,1831,May,Barnstaple,B,Freeman,G,,Y,Barnstaple_1831a,,,,
7671,1695,Oct,Bath,B,Corporation,G,,Y,Bath_1695a,Bath_1695a/1,,,
7672,1698,July,Bath,B,Corporation,G,,Y,Bath_1698a,Bath_1698a/1,,,
7673,1701,Jan,Bath,B,Corporation,G,,N,Bath_1701a,,,,
7674,1701,Nov,Bath,B,Corporation,G,,N,Bath_1701b,,,,
7675,1702,July,Bath,B,Corporation,G,,Y,Bath_1702a,Bath_1702a/1,,,
7676,1705,May,Bath,B,Corporation,G,,Y,Bath_1705a,Bath_1705a/1,,,
7677,1707,Feb,Bath,B,Corporation,B,Deceased,Y,Bath_1707a,Bath_1707a/1,,,
7678,1708,May,Bath,B,Corporation,G,,Y,Bath_1708a,Bath_1708a/1,,,
7679,1710,Oct,Bath,B,Corporation,G,,Y,Bath_1710a,Bath_1710a/1; Bath_1710a/2,,,
7680,1713,Sept,Bath,B,Corporation,G,,N,Bath_1713a,,,,
7681,1715,Feb,Bath,B,Corporation,G,,Y,Bath_1715a,,,,
7682,1720,Feb,Bath,B,Corporation,B,Deceased,Y,Bath_1720a,,,,
7683,1722,Mar,Bath,B,Corporation,G,,Y,Bath_1722a,,,,
7684,1727,Aug,Bath,B,Corporation,G,,Y,Bath_1727a,,,,
7685,1733,Feb,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1733a,,,,
7686,1734,Apr,Bath,B,Corporation,G,,Y,Bath_1734a,,,,
7687,1741,May,Bath,B,Corporation,G,,Y,Bath_1741a,,,,
7688,1747,July,Bath,B,Corporation,G,,Y,Bath_1747a,,,,
7689,1748,Mar,Bath,B,Corporation,B,Deceased,Y,Bath_1748a,,,,
7690,1751,Nov,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1751a,,,,
7691,1754,Apr,Bath,B,Corporation,G,,N,Bath_1754a,,,,
7692,1756,Dec,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1756a,,,,
7693,1757,July,Bath,B,Corporation,B,Appointed to office,N,Bath_1757a,,,,
7694,1761,Mar,Bath,B,Corporation,G,,N,Bath_1761a,,,,
7695,1763,Apr,Bath,B,Corporation,B,Vacated seat,Y,Bath_1763a,,,,
7696,1766,Nov,Bath,B,Corporation,B,Called to the Upper House,Y,Bath_1766a,,,,
7697,1768,Mar,Bath,B,Corporation,G,,N,Bath_1768a,,,,
7698,1774,Oct,Bath,B,Corporation,G,,Y,Bath_1774a,,,,
7699,1775,Nov,Bath,B,Corporation,B,Deceased,N,Bath_1775a,,,,
7700,1777,Nov,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1777a,,,,
7701,1780,Sept,Bath,B,Corporation,G,,N,Bath_1780a,,,,
7702,1782,July,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1782a,,,,
7703,1784,Jan,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1784a,,,,
7704,1784,Apr,Bath,B,Corporation,G,,Y,Bath_1784b,,,,
7705,1789,Aug,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1789a,,,,
7706,1790,June,Bath,B,Corporation,G,,Y,Bath_1790a,,,,
7707,1794,May,Bath,B,Corporation,B,Called to the Upper House,N,Bath_1794a,,,,
7708,1796,May,Bath,B,Corporation,G,,N,Bath_1796a,,,,
7709,1796,Dec,Bath,B,Corporation,B,Called to the Upper House,N,Bath_1796b,,,,
7710,1801,June,Bath,B,Corporation,B,Called to the Upper House,Y,Bath_1801a,,,,
7711,1802,July,Bath,B,Corporation,G,,N,Bath_1802a,,,,
7712,1804,July,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1804a,,,,
7713,1805,Mar,Bath,B,Corporation,B,Re-elected after vacating seat,N,Bath_1805a,,,,
7714,1806,Oct,Bath,B,Corporation,G,,N,Bath_1806a,,,,
7715,1807,May,Bath,B,Corporation,G,,N,Bath_1807a,,,,
7716,1808,Feb,Bath,B,Corporation,B,Vacated seat,N,Bath_1808a,,,,
7717,1812,Oct,Bath,B,Corporation,G,,N,Bath_1812a,,,,
7718,1818,June,Bath,B,Corporation,G,,N,Bath_1818a,,,,
7719,1820,Mar,Bath,B,Corporation,G,,N,Bath_1820a,,,,
7720,1826,June,Bath,B,Corporation,G,,Y,Bath_1826a,,,,
7721,1828,Feb,Bath,B,Corporation,B,Re-elected after appointment to office,N,Bath_1828a,,,,
7722,1829,Feb,Bath,B,Corporation,B,Re-elected after appointment to office,Y,Bath_1829a,,Election declared void.,,
7723,1829,Mar,Bath,B,Corporation,B,Previous election declared void,Y,Bath_1829b,,Previous by election declared void.,,
7724,1830,July,Bath,B,Corporation,G,,Y,Bath_1830a,,,,
7725,1831,Apr,Bath,B,Corporation,G,,N,Bath_1831a,,,,
40,1695,Nov,Bedford,B,Freeman; Householder,G,,N,Bedford_1695a,,,,
41,1698,Mar,Bedford,B,Freeman; Householder,B,Deceased,N,Bedford_1698a,,,,
42,1698,July,Bedford,B,Freeman; Householder,G,,N,Bedford_1698b,,,,
43,1701,Jan,Bedford,B,Freeman; Householder,G,,N,Bedford_1701a,,,,
44,1701,Nov,Bedford,B,Freeman; Householder,G,,N,Bedford_1701b,,,,
45,1702,July,Bedford,B,Freeman; Householder,G,,N,Bedford_1702a,,,,
46,1705,May,Bedford,B,Freeman; Householder,G,,Y,Bedford_1705a,Bedford_1705a/1,,,
47,1707,Dec,Bedford,B,Freeman; Householder,B,Deceased,N,Bedford_1707a,,,,
48,1708,May,Bedford,B,Freeman; Householder,G,,N,Bedford_1708a,,,,
49,1710,Apr,Bedford,B,Freeman; Householder,B,Re-elected after appointment to office,N,Bedford_1710a,,,,
50,1710,Oct,Bedford,B,Freeman; Householder,G,,Y,Bedford_1710b,,,,
51,1713,Aug,Bedford,B,Freeman; Householder,G,,Y,Bedford_1713a,,,,
52,1715,Jan,Bedford,B,Freeman; Householder,G,,Y,Bedford_1715a,,,,
53,1715,Dec,Bedford,B,Freeman; Householder,B,Re-elected after appointment to office,N,Bedford_1715b,,,,
54,1722,Mar,Bedford,B,Freeman; Householder,G,,Y,Bedford_1722a,Bedford_1722a/1,,,
55,1725,June,Bedford,B,Freeman; Householder,B,Appointed to office,Y,Bedford_1725a,Bedford_1725a/1,,,
56,1727,Aug,Bedford,B,Freeman; Householder,G,,Y,Bedford_1727a,Bedford_1727a/1,,,
57,1731,Jan,Bedford,B,Freeman; Householder,B,Deceased,Y,Bedford_1731a,Bedford_1731a/1,,,
58,1734,Apr,Bedford,B,Freeman; Householder,G,,N,Bedford_1734a,,,,
59,1740,Nov,Bedford,B,Freeman; Householder,B,Deceased,N,Bedford_1740a,,,,
60,1741,May,Bedford,B,Freeman; Householder,G,,N,Bedford_1741a,,,,
61,1747,June,Bedford,B,Freeman; Householder,G,,Y,Bedford_1747a,Bedford_1747a/1,,,
62,1754,Apr,Bedford,B,Freeman; Householder,G,,N,Bedford_1754a,,,,
63,1761,Mar,Bedford,B,Freeman; Householder,G,,Y,Bedford_1761a,,,,
64,1764,Apr,Bedford,B,Freeman; Householder,B,Re-elected after appointment to office,N,Bedford_1764a,,,,
65,1768,Mar,Bedford,B,Freeman; Householder,G,,Y,Bedford_1768a,,,,
66,1774,Oct,Bedford,B,Freeman; Householder,G,,Y,Bedford_1774a,,,,
