PollBookCode,PrintMS,Citation,Holdings,Source,ElectionCode,Notes
StAlbans_1812a/1,M,DE/Hl/F139,Hertfordshire Archives,Green Notes; Gibson and Rogers,StAlbans_1812a,
StAlbans_1818b/1,M,Accessions1959,Hertfordshire Archives,Green Notes,StAlbans_1818b,
StAlbans_1820a/1,P,"An alphabetical copy of the poll… (Hertford & Ware: Shaw, [1820])","St. Albans CL, IHR",Sims; Gibson and Rogers,StAlbans_1820a,
StAlbans_1821a/1,P,"An alphabetical copy of the poll… (St. Albans: Briggs, [1821])","St. Albans CL, IHR",Sims; Gibson and Rogers,StAlbans_1821a,
StAlbans_1830a/1,P,"An alphabetical copy of the poll… (St. Albans: W. Langley, [1830])","St. Albans CL, IHR",Sims; Gibson and Rogers,StAlbans_1830a,
StAlbans_1831a/1,P,"An alphabetical copy of the poll… (St. Albans: W. Langley, [1831])","St. Albans CL, IHR",Sims; Gibson and Rogers,StAlbans_1831a,
Hunts_1710a/1,M,MS Gough Hunts. 3,Bodl.,Gibson and Rogers,Hunts_1710a,Photocopies at Huntingdonshire Archives and Norris Museum.
Hunts_1713a/1,M,MS Gough Hunts. 3,Bodl.,Gibson and Rogers,Hunts_1713a,Photocopies at Huntingdonshire Archives and Norris Museum.
Hunts_1768a/1,P,"A poll taken before Edward Leeds… (Cambridge: Fletcher & Hodson, [1768])","Huntingdonshire Archives, Norris Museum, Peterborough Museum Society Library, BL, Bodl., IHR",Sims; Gibson and Rogers,Hunts_1768a,
Hunts_1790a/1,M,HINCH 8/2,Huntingdonshire Archives,Gibson and Rogers,Hunts_1790a,
Hunts_1807a/1,P,"A state of the poll… (Cambridge: F. Hodson, [1807])","Huntingdonshire Archives, Huntingdon CL, Norris Museum, GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Hunts_1807a,
Hunts_1818a/1,P,"A state of the poll… (Huntongdon: Thomas Lovell, 1818)","Huntingdonshire Archives, Huntingdon CL, Norris Museum, BL, Bodl., CUL, GL, SoG",Sims; Gibson and Rogers; Edwards,Hunts_1818a,
Hunts_1826a/1,P,"A copy of the poll… (Huntingdon: A. P. Wood, [1826])","Huntingdonshire Archives, Huntingdon CL, Norris Museum, BL, Bodl., CUL, GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Hunts_1826a,
Hunts_1830a/1,P,"A copy of the poll… (London: G. Taylor, [1830])","Huntingdonshire Archives, Huntingdon CL, Norris Museum, Petersborough Museum Society Library, IHR",Sims; Gibson and Rogers,Hunts_1830a,
Hunts_1831a/1,P,"The poll for two knights… (Cambridge: Weston Hatfield, [1831])","Huntingdonshire Archives, Norris Museum, BL, GL",Sims; Gibson and Rogers,Hunts_1831a,
Huntingdon_1702a/1,M,,Huntingdonshire Archives,Gibson and Rogers,Huntingdon_1702a,
Huntingdon_1741a/1,M,,Huntingdonshire Archives,Gibson and Rogers,Huntingdon_1741a,19th-century copy.
Huntingdon_1784a/1,M,HINCH 8/182,Huntingdonshire Archives,Green Notes,Huntingdon_1784a,
Huntingdon_1807a/1,M,,Huntingdonshire Archives,Green Notes,Huntingdon_1807a,Uncertain.
Huntingdon_1812a/1,M,HINCH 8/185,Huntingdonshire Archives,Green Notes,Huntingdon_1812a,
Huntingdon_1824a/1,M,H/4; HINCH 8/190,Huntingdonshire Archives,Gibson and Rogers,Huntingdon_1824a,
Huntingdon_1831a/1,M,,Huntingdonshire Archives,Gibson and Rogers,Huntingdon_1831a,
Kent_1713a/1,M,Q/RPe/1,Kent Archives,Gibson and Rogers,Kent_1713a,
Kent_1713a/2,M,U269/O104/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1713a,
Kent_1715a/1,M,Q/RPe/1,Kent Archives,Gibson and Rogers,Kent_1715a,
Kent_1722a/1,M,Q/RPe/1,Kent Archives,Gibson and Rogers,Kent_1722a,
Kent_1727a/1,M,Q/RPe/1,Kent Archives,Gibson and Rogers,Kent_1727a,
Kent_1727a/2,M,U269/O104/2,Kent Archives,Gibson and Rogers,Kent_1727a,
Kent_1734a/1,P,"The poll for knights of the shire… (London: Stephen Austen, 1734)","Kent Family History Society, Ashford Library, Bexley Archives, Canterbury CL, Kent Archives, Dalford CL, Deal Library, Dover Library, Greenwich Heritage Centre, Institute of Heraldic and Genealogical Studies, Medway Archives Centre, Margate CL, Ramsgate CL, Sevenoaks CL, Tunbridge Wells CL, BL, Bodl., GL, Maidstone CL, Manchester UL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Kent_1734a,
Kent_1734a/2,M,Q/RPe/1,Kent Archives,Green Notes,Kent_1734a,
Kent_1754a/1,P,"The poll for knights of the shire… (London & Tunbridge Wells: Paul Vaillent & Edmund Baker, 1754)","Kent Family Archives, Ashford Library, Bexley Archives, Canterbury CL, Kent Archives, Dartford CL, Dover Library, Greenwhich Local Hist Lib, Institute of Heraldic and Genealogical Studies, Maidstone CL, Ramsgate CL, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Kent_1754a,
Kent_1754a/2,M,Q/RPe/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1754a,
Kent_1790a/1,P,"The poll for knights of the shire… (Rochester: Webster Gillman, 1791)","Kent Archives, Canterbury CL, Kent Family History Society, Ashford Library, Bexley Archives, Deal CL, Dartford CL, Dover Library, Gravesend CL, Greenwich Heritage Centre, Institute of Heraldic and Genealogical Studies, Kent UL, Medway Archives Centre, Maidstone CL, Manchester UL, Ramsgate CL, Tunbridge Wells CL, BL, Bodl., CUL, GL, IHR, SoG",Sims; Gibson and Rogers,Kent_1790a,
Kent_1790a/2,M,Q/RPe/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1790a,
Kent_1796a/1,M,Q/RPe/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1796a,
Kent_1802a/1,P,"The poll for knights of the shire… (Canterbury: W. Bristow, 1803)","Var. Kent Archives, Kent Family History Society, Ashford Library, Bexley Archives, Canterury CL, Dover Library, Dartford CL, Gravesend CL, Greenwich Heritage Centre, Institute of Heraldic and Genealogical Studies, Kent UL, Medway Archives Centre, Maidstone CL, Manchester UL, Ramsgate CL, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Kent_1802a,
Kent_1802a/2,P,"The poll for knights of the shire… (Canterbury: W. Bristow, 1804)","Var. Kent Archives, Kent Family History Society, Ashford Library, Bexley Archives, Canterury CL, Dover Library, Dartford CL, Gravesend CL, Greenwich Heritage Centre, Institute of Heraldic and Genealogical Studies, Kent UL, Medway Archives Centre, Maidstone CL, Manchester UL, Ramsgate CL, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Kent_1802a,
Kent_1802a/3,M,Q/RPe/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1802a,
Kent_1806a/1,M,Q/RPe/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1806a,
Kent_1818a/1,M,Q/RPe/1,Kent Archives,Green Notes; Gibson and Rogers,Kent_1818a,
Canterbury_1734a/1,M,Add. MS 28014,BL,Gibson and Rogers,Canterbury_1734a,
Canterbury_1734a/2,M,U269/O104/3,Kent Archives,Gibson and Rogers,Canterbury_1734a,
Canterbury_1747a/1,M,U1592/O4,Kent Archives,Gibson and Rogers,Canterbury_1747a,Copies at Canterbury CL and GL.
Canterbury_1768a/1,P,,"Kent Family History Society, Canterbury CL, Canterbury Cathedral Archive, Institute of Heraldic and Genealogical Studies, IHR",Gibson and Rogers; Green Notes,Canterbury_1768a,
Canterbury_1774a/1,M,Add. MS 42594,BL,Green Notes,Canterbury_1774a,
Canterbury_1780a/1,P,,"Kent Family History Society, Canterbury CL, Canterbury Cathedral Archive, Institute of Heraldic and Genealogical Studies, IHR, SoG",Gibson and Rogers; Green Notes,Canterbury_1780a,
Canterbury_1790a/1,P,"The poll of the electors… (n.p.: Simmons & Kirby, [1790])","Kent Family History Society, Canterbury CL, Institute of Heraldic and Genealogical Studies, IHR, SoG",Sims; Gibson and Rogers; Edwards,Canterbury_1790a,
Canterbury_1796a/1,P,"The poll of the electors… (Canterbury: W. Bristow, [1796])","Kent Family History Society, Greenwich Heritage Centre, Canterbury CL, Institute of Heraldic and Genealogical Studies, BL, GL, IHR, SoG",Sims; Gibson and Rogers,Canterbury_1796a,
Canterbury_1818a/1,P,"The poll of the electors… (Canterbury: Cowtan & Colegate, 1818)","Kent Family History Society, Greenwich Heritage Centre, Canterbury CL, Institute of Heraldic and Genealogical Studies, BL, GL, IHR",Sims; Gibson and Rogers,Canterbury_1818a,
Canterbury_1826a/1,P,"The poll of the electors… (Canterbury: T. Mathers, 1826)","Canterbury CL, Greenwich Heritage Centre, Woolwich CL, BL, IHR",Sims; Gibson and Rogers,Canterbury_1826a,
Canterbury_1830a/1,P,"The poll of the electors… (Canterbury: Elizabeth Wood, 1830)","Kent Family History Society, Greenwich Heritage Centre, Canterbury CL, Institute of Heraldic and Genealogical Studies, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Canterbury_1830a,
Dover_1741a/1,M,U1015/O71,Kent Archives,Gibson and Rogers,Dover_1741a,Incomplete.
Dover_1802a/1,M,,Dover Library,Gibson and Rogers,Dover_1802a,
Dover_1826a/1,P,"The poll for two barons… (Dover: Thomas Rigden, [1826])","Kent Family History Society, Canterbury CL, Dover Library, BL, Bodl., IHR",Sims; Gibson and Rogers,Dover_1826a,
Dover_1828a/1,P,"The poll for one baron… (Dover: G. Chapman, [1828])","Dover Library, BL, Bodl., IHR",Sims; Gibson and Rogers,Dover_1828a,
Dover_1830a/1,P,"The poll for two barons… (Dover: W. Batcheller, [1830])","Greenwich Heritage Centre, Dover Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Dover_1830a,
Hythe_1802a/1,M,Add. MS 42595,BL,Green Notes,Hythe_1802a,
Hythe_1802a/2,M,Hy/RP1/1,Kent Archives,Green Notes,Hythe_1802a,
Hythe_1802a/3,M,,GL,Gibson and Rogers,Hythe_1802a,
Hythe_1807a/1,M,Hy/RP1/2,Kent Archives,Green Notes,Hythe_1807a,
Hythe_1807a/2,M,,GL,Gibson and Rogers,Hythe_1807a,
Hythe_1810a/1,M,Hy/RP1/1,Kent Archives,Green Notes,Hythe_1810a,
Hythe_1810a/2,M,,GL,Gibson and Rogers,Hythe_1810a,
Hythe_1812a/1,M,Hy/RP1/1,Kent Archives,Green Notes,Hythe_1812a,
Hythe_1812a/2,M,,GL,Gibson and Rogers,Hythe_1812a,
Hythe_1818a/1,M,Hy/RP1/3,Kent Archives,Green Notes,Hythe_1818a,
Hythe_1818a/2,M,,GL,Gibson and Rogers,Hythe_1818a,
Hythe_1819a/1,M,Hy/RP1/4,Kent Archives,Green Notes,Hythe_1819a,
Hythe_1819a/2,M,,GL,Gibson and Rogers,Hythe_1819a,
Hythe_1830b/1,M,Hy/RP1/5,Kent Archives,Green Notes,Hythe_1830b,
Hythe_1830b/2,M,,GL,Gibson and Rogers,Hythe_1830b,
Maidstone_1723a/1,M,Md/AEp1/1723/2,Kent Archives,Green Notes,Maidstone_1723a,Copy at Maidstone CL.
Maidstone_1734a/1,P,"The poll for electing two burgesses… (Maidstone: T. Edlin, 1734)","Kent Archives, IHR",Sims; Gibson and Rogers,Maidstone_1734a,
Maidstone_1747a/1,M,MD/AEp1/1747/3,Kent Archives,Green Notes; Gibson and Rogers,Maidstone_1747a,Copy at Maidstone CL.
Maidstone_1761a/1,P,"The poll for electing two burgesses… (Maidstone: W. Mercer, [1761])","Maidstone CL, Bodl., GL, SoG (index to non-resident voters only)",Sims; Gibson and Rogers; Edwards,Maidstone_1761a,
Maidstone_1768a/1,P,"The poll for electing two burgesses… (n.p., [1768])","Maidstone CL, GL, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Maidstone_1768a,
Maidstone_1774a/1,P,"The poll for electing… (Maidstone: W. Mercer, [1774])","Maidstone CL, IHR",Sims; Gibson and Rogers,Maidstone_1774a,
Maidstone_1777a/1,M,Md/AEp1/1777,Kent Archives,Green Notes,Maidstone_1777a,
Maidstone_1780a/1,P,"The poll for electing… (Rochester: T. Fisher, [1780])","Maidstone CL, IHR",Sims; Gibson and Rogers,Maidstone_1780a,
Maidstone_1780a/2,P,"The poll for electing… (Maidstone: J. Blake, [1780])","Huntington Library, San Marino, Bodl.",Green Notes; Gibson and Rogers,Maidstone_1780a,
Maidstone_1780a/3,M,Md/AEp1/1780,Kent Archives,Green Notes,Maidstone_1780a,
Maidstone_1784a/1,P,"The poll for the election… (Maidstone: J. Blake, [1784])","Maidstone CL, Bodl., IHR",Sims; Gibson and Rogers,Maidstone_1784a,
Maidstone_1784a/2,M,DE3214/12162/1-4,Leicestershire RO,Green Notes,Maidstone_1784a,"Printed poll, including 'list of my single votes', giving names and residences or occupations of freemen, by Gerard Noel Edwards."
Maidstone_1788a/1,P,"The poll for electing a burgess… (Rochester: Pheonix Printing Office, [1788])","Maidstone CL, Bodl., GL",Sims; Gibson and Rogers,Maidstone_1788a,
Maidstone_1788a/2,M,Md/AEp1/1788,Kent Archives,Green Notes,Maidstone_1788a,
Maidstone_1790a/1,P,"The poll for electing… (Maidstone: D. Chalmers, [1790])","Maidstone CL, Bodl., IHR",Sims; Gibson and Rogers,Maidstone_1790a,
Maidstone_1796a/1,P,"The poll for electing… (Maidstone: J. Blake, [1796])",Bodl.,Green; Gibson and Rogers,Maidstone_1796a,
Maidstone_1796a/2,M,Md/AEp1/1796,Kent Archives,Gibson and Rogers,Maidstone_1796a,
Maidstone_1802a/1,P,"The poll for electing… (Maidstone: J. Blake, [1802])","Kent Archives, Maidstone CL, Bodl., IHR",Sims; Gibson and Rogers,Maidstone_1802a,
Maidstone_1806a/1,P,"The poll for electing… (Maidstone: J. Blake, [1806])","Maidstone CL, Bodl., GL, SoG (index to non-resident voters only)",Sims; Gibson and Rogers; Edwards,Maidstone_1806a,
Maidstone_1807a/1,P,"The poll for electing… (Maidstone: J. Blake, [1807])","Maidstone CL, BL, Bodl., GL, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Maidstone_1807a,
Maidstone_1812a/1,P,"The poll for electing… (Maidstone: J. Blake, [1812])","Maidstone CL, GL",Sims; Gibson and Rogers,Maidstone_1812a,
Maidstone_1818a/1,P,"The poll for electing… (Maidstone: J. V. Hall, [1818])","Maidstone CL, GL",Sims; Gibson and Rogers,Maidstone_1818a,
Maidstone_1820a/1,P,"The poll for electing… (Maidstone: Wickham & Cutbush, [1820])","Maidstone CL, GL, SoG  ",Sims; Gibson and Rogers; Edwards,Maidstone_1820a,
Maidstone_1820a/2,P,"The poll for electing… (Maidstone: J. Smith, [1820])","Maidstone CL, IHR",Sims,Maidstone_1820a,
Maidstone_1826a/1,P,"The poll for electing… (Maidstone: R. J. Cutbush, [1826])","Var. Maidstone CL, GL, IHR, SoG",Sims; Gibson and Rogers,Maidstone_1826a,
Maidstone_1826a/2,P,"The poll for electing… (Maidstone: A. Austen, [1826])","Var. Maidstone CL, GL, IHR, SoG",Sims; Gibson and Rogers,Maidstone_1826a,
Maidstone_1830a/1,P,"The poll for electing… (Maidstone: Cutbush, [1830])","Var. Maidstone CL, GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Maidstone_1830a,
Maidstone_1830a/2,P,"The poll for electing… (Maidstone: Austen, [1830])","Var. Maidstone CL, GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Maidstone_1830a,
Maidstone_1831a/1,P,"The poll for electing… (Maidstone: A. Austen, [1831])","Maidstone CL, IHR",Sims; Gibson and Rogers,Maidstone_1831a,
NewRomney_1696a/1,M,NR/Aep 11,Kent Archives,HoP,NewRomney_1696a,
NewRomney_1701b/1,M,NR/Aep 14,Kent Archives,HoP,NewRomney_1701b,
NewRomney_1710a/1,M,NR/Aep 18,Kent Archives,Speck,NewRomney_1710a,
NewRomney_1715a/1,M,NR/Aep 19,Kent Archives,Speck,NewRomney_1715a,
Queenborough_1715a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1715a,
Queenborough_1722a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1722a,
Queenborough_1728a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1728a,
Queenborough_1729a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1729a,
Queenborough_1747a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1747a,
Queenborough_1754a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1754a,
Queenborough_1761a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1761a,
Queenborough_1790a/1,M,QB/RPp/1,Kent Archives,Green Notes,Queenborough_1790a,
Queenborough_1807a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1807a,
Queenborough_1810a/1,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1810a,
Queenborough_1826a/1,P,"Borough of Queenborough. Poll on the election… (London: Gunnell and Shearman, 1827)","BL, TNA, IHR",Green,Queenborough_1826a,
Queenborough_1826a/2,M,QB/RPp/1,Kent Archives,Green Notes; Gibson and Rogers,Queenborough_1826a,
Rochester_1765a/1,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1765a,
Rochester_1768a/1,P,"The poll of the city of Rochester… (Rochester: Thomas Fisher, 1768)","Medway Archives Centre, BL, Bodl., GL",Sims; Gibson and Rogers,Rochester_1768a,
Rochester_1768a/2,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1768a,
Rochester_1771a/1,P,"The poll of the city of Rochester… (Rochester: T. Fisher, 1771)","Medway Archives Centre, Bodl., GL",Sims; Gibson and Rogers,Rochester_1771a,
Rochester_1771a/2,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1771a,
Rochester_1774a/1,P,"The poll of the freemen of the city of Rochester… ([Rochester, 1774])","Medway Archives Centre, BL",Sims; Gibson and Rogers,Rochester_1774a,
Rochester_1774a/2,P,"The poll of the freemen of the city of Rochester… (2nd edn., Rochester: T. Fisher, 1774)",Rochester Guildhall Museum,Green,Rochester_1774a,
Rochester_1774a/3,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1774a,
Rochester_1780a/1,P,"The poll for the city of Rochester… (Rochester: T. Fisher, [1780])","Medway Archives Centre, BL, Bodl., GL, York Minster Library",Sims; Gibson and Rogers; Green,Rochester_1780a,
Rochester_1780a/2,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1780a,
Rochester_1784a/1,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1784a,
Rochester_1790a/1,P,"The poll for the city of Rochester... (Rochester: W. Gillman, [1790])","Kent Archives, Kent UL, Medway Archives Centre, BL, IHR",Sims; Gibson and Rogers,Rochester_1790a,
Rochester_1790a/2,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1790a,
Rochester_1792a/1,P,"The poll for the city of Rochester… (Rochester: Gillman & Etherington, [1792])","BL, Medway Archives Centre",Sims; Gibson and Rogers,Rochester_1792a,
Rochester_1792a/2,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1792a,
Rochester_1796a/1,P,"The poll for members of parliament… (Rochester: W. Epps, 1796)",Canterbury CL,Green Notes,Rochester_1796a,
Rochester_1796a/2,M,,Medway Archives Centre,Gibson and Rogers,Rochester_1796a,
Rochester_1802a/1,P,"The poll of the electors… (Rochester: W. Epps, 1802)","Medway Archives Centre, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers,Rochester_1802a,
Rochester_1806a/1,P,"The poll of the electors… (Rochester: W. Epps, 1807)","Medway Archives Centre, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers,Rochester_1806a,
Rochester_1807a/1,P,"The poll of the electors… (Rochester: W. Epps, 1807)","Medway Archives Centre, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers,Rochester_1807a,
Rochester_1807a/2,P,"An alphabetical list of the freemen of the city of Rochester… (Rochester: W. Epps, 1807)",Medway Archives Centre,Green Notes,Rochester_1807a,
Rochester_1816a/1,P,"The poll of the electors… (Rochester: W. Epps, 1816)",GL,Sims; Gibson and Rogers,Rochester_1816a,
Rochester_1816a/2,P,"The poll of the electors… (Rochester: W. Wildash, 1817)","Medway Archives Centre, BL",Sims; Gibson and Rogers,Rochester_1816a,
Rochester_1818a/1,P,"The poll of the electors… (Rochester: W. Epps, [1818])","Var. Medway Archives Centre, BL, Bodl., GL",Sims; Gibson and Rogers,Rochester_1818a,
Rochester_1818a/2,P,"The poll of the electors… (Rochester: W. Wildash, 1818)","Var. Medway Archives Centre, BL, Bodl., GL",Sims; Gibson and Rogers,Rochester_1818a,
Rochester_1826a/1,P,"The poll of the electors… (Rochester: Wm. Epps, 1826","Medway Archives Centre, GL, BL",Sims; Gibson and Rogers,Rochester_1826a,
Rochester_1830a/1,P,"The poll of the electors… (Rochester: S. Caddel & G. H. Vidion, 1830)","Medway Archives Centre, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers,Rochester_1830a,
Sandwich_1807a/1,M,Sa/RPp1-2,Kent Archives,Green Notes; Gibson and Rogers,Sandwich_1807a,
